crop,track_id,label,manufacturer,chemistry,model,voltage,capacity,marks,n_chars
li_ion_mobile__run55__id001_c0.96.jpg,1,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run55__id002_c0.95.jpg,2,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run55__id003_c0.94.jpg,3,li_ion_mobile,"Samsung","Li-ion","XXX","3.7V","2800mAh","CE;RoHS",34
li_ion_mobile__run55__id004_c0.95.jpg,4,li_ion_mobile,"","Li-ion","","3.7V","2200mAh","CE;WEEE",31
li_ion_mobile__run55__id005_c0.96.jpg,5,li_ion_mobile,"ANUQINZ","Li-ion","X**X8","3.7V","2600mAh","UL;RoHS",41
li_ion_mobile__run55__id006_c0.96.jpg,6,li_ion_mobile,"","Li-ion","","3.7V","2200mAh","CE;WEEE",31
li_ion_mobile__run55__id007_c0.94.jpg,7,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run55__id041_c0.96.jpg,41,li_ion_mobile,"","Li-ion","","3.7V","2200mAh","UL",24
li_ion_mobile__run55__id042_c0.92.jpg,42,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","UL;RoHS",31
li_ion_mobile__run55__id043_c0.96.jpg,43,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;WEEE",28
li_ion_mobile__run55__id044_c0.96.jpg,44,li_ion_mobile,"Samsung","Li-ion","","3.7V","2400mAh","CE;RoHS",35
li_ion_mobile__run55__id045_c0.92.jpg,45,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run55__id046_c0.91.jpg,46,li_ion_mobile,"LG","Li-ion","B6000","3.7V","2900mAh","CE;RoHS",30
li_ion_mobile__run55__id047_c0.92.jpg,47,li_ion_mobile,"ONE","Li-ion","","3.7V","2800mAh","CE",22
li_ion_mobile__run55__id048_c0.93.jpg,48,li_ion_mobile,"ONE","Li-ion","B1020D","3.7V","3000mAh","CCO",33
li_ion_mobile__run55__id049_c0.93.jpg,49,li_ion_mobile,"","Li-ion","","3.7V","2800mAh","CE;RoHS",31
li_ion_mobile__run55__id050_c0.92.jpg,50,li_ion_mobile,"","Li-ion","","11.55V","3600mAh","CE;WEEE",35
li_ion_mobile__run55__id051_c0.90.jpg,51,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",24
li_ion_mobile__run55__id052_c0.93.jpg,52,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run55__id055_c0.95.jpg,55,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run55__id056_c0.92.jpg,56,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","RoHS",22
li_ion_mobile__run55__id060_c0.90.jpg,60,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run55__id062_c0.94.jpg,62,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","UL;RoHS",31
li_ion_mobile__run55__id063_c0.96.jpg,63,li_ion_mobile,"","Li-ion","","3.7V","2000mAh","CE;RoHS",31
li_ion_mobile__run55__id069_c0.95.jpg,69,li_ion_mobile,"","Li-ion","","11.55V","3600mAh","UL;RoHS",35
li_ion_mobile__run55__id070_c0.95.jpg,70,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run55__id077_c0.96.jpg,77,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run55__id175_c0.96.jpg,175,li_ion_mobile,"Huawei","Li-ion","BLC12","3.7V","3000mAh","CE;RoHS",37
li_ion_mobile__run55__id180_c0.93.jpg,180,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run55__id181_c0.94.jpg,181,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run55__id186_c0.95.jpg,186,li_ion_mobile,"Huawei","Li-ion","D1827","3.7V","1000mAh","CE;RoHS",34
li_ion_mobile__run55__id194_c0.95.jpg,194,li_ion_mobile,"Huawei","Li-ion","A2","3.7V","3000mAh","CE;RoHS",31
li_ion_mobile__run55__id202_c0.95.jpg,202,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run55__id210_c0.95.jpg,210,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run55__id219_c0.94.jpg,219,li_ion_mobile,"","Li-ion","","3.7V","2100mAh","CE;RoHS",31
li_ion_mobile__run55__id227_c0.93.jpg,227,li_ion_mobile,"Huawei","Li-ion","P30 Pro","3.7V","3200mAh","CE;RoHS",39
li_ion_mobile__run55__id234_c0.88.jpg,234,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run55__id244_c0.94.jpg,244,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run55__id252_c0.95.jpg,252,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run55__id256_c0.92.jpg,256,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run55__id260_c0.96.jpg,260,li_ion_mobile,"","Li-ion","","3.7V","2200mAh","CE;RoHS",28
li_ion_mobile__run55__id264_c0.84.jpg,264,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run55__id287_c0.92.jpg,287,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run55__id333_c0.96.jpg,333,li_ion_mobile,"SVMSUNG","Li-ion","","3.7V","2600mAh","CE",31
li_ion_mobile__run55__id338_c0.95.jpg,338,li_ion_mobile,"","Li-ion","","3.7V","2800mAh","CE",20
li_ion_mobile__run55__id351_c0.80.jpg,351,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run55__id354_c0.91.jpg,354,li_ion_mobile,"","Li-ion","","3.7V","2000mAh","CE;RoHS",31
li_ion_mobile__run55__id430_c0.86.jpg,430,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;WEEE",31
li_ion_mobile__run56__id001_c0.95.jpg,1,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run56__id002_c0.94.jpg,2,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;WEEE",31
li_ion_mobile__run56__id003_c0.94.jpg,3,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;WEEE",36
li_ion_mobile__run56__id006_c0.95.jpg,6,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",24
li_ion_mobile__run56__id007_c0.95.jpg,7,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","UL;RoHS",26
li_ion_mobile__run56__id023_c0.95.jpg,23,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run56__id024_c0.95.jpg,24,li_ion_mobile,"","Li-ion","","11.55V","3600mAh","CE;WEEE",28
li_ion_mobile__run56__id040_c0.96.jpg,40,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run56__id045_c0.95.jpg,45,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run56__id083_c0.96.jpg,83,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run56__id088_c0.94.jpg,88,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",24
li_ion_mobile__run56__id110_c0.91.jpg,110,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",24
li_ion_mobile__run57__id001_c0.95.jpg,1,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run57__id002_c0.94.jpg,2,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run57__id003_c0.94.jpg,3,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;WEEE",24
li_ion_mobile__run57__id006_c0.83.jpg,6,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run57__id030_c0.94.jpg,30,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","UL;RoHS",31
li_ion_mobile__run57__id039_c0.78.jpg,39,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run57__id040_c0.91.jpg,40,li_ion_mobile,"Dell","Li-ion","P42F","11.55V","3600mAh","CE;RoHS",35
li_ion_mobile__run57__id062_c0.91.jpg,62,li_ion_mobile,"","Li-ion","VTA9000M-001-L","3.7V","2800mAh","CE;RoHS",45
li_ion_mobile__run57__id089_c0.96.jpg,89,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",23
li_ion_mobile__run57__id098_c0.95.jpg,98,li_ion_mobile,"","Li-ion","","12.8V","3600mAh","UL",21
li_ion_mobile__run57__id099_c0.96.jpg,99,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","UL",27
li_ion_mobile__run57__id121_c0.88.jpg,121,li_ion_mobile,"","Li-ion","","11.55V","41Wh","UL;RoHS",23
li_ion_mobile__run57__id142_c0.72.jpg,142,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run57__id143_c0.89.jpg,143,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",23
li_ion_mobile__run57__id145_c0.79.jpg,145,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;WEEE",31
li_ion_mobile__run58__id001_c0.96.jpg,1,li_ion_mobile,"ONE","Li-ion","","3.7V","2800mAh","CE;WEEE",34
li_ion_mobile__run58__id002_c0.92.jpg,2,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run58__id004_c0.92.jpg,4,li_ion_mobile,"","Li-ion","B002","3.7V","3800mAh","CE;RoHS",29
li_ion_mobile__run58__id006_c0.90.jpg,6,li_ion_mobile,"RUNMAXIO","Li-ion","18650","3.7V","3400mAh","UL;RoHS",57
li_ion_mobile__run58__id008_c0.89.jpg,8,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run58__id010_c0.90.jpg,10,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run58__id012_c0.94.jpg,12,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",25
li_ion_mobile__run58__id014_c0.84.jpg,14,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",24
li_ion_mobile__run58__id047_c0.77.jpg,47,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run58__id055_c0.95.jpg,55,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE",27
li_ion_mobile__run58__id058_c0.86.jpg,58,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run59__id001_c0.95.jpg,1,li_ion_mobile,"","Li-ion","C1150","11.55V","3600mAh","CE;WEEE",33
li_ion_mobile__run59__id002_c0.95.jpg,2,li_ion_mobile,"Olimex","Li-ion","","3.7V","2600mAh","CE;RoHS",33
li_ion_mobile__run59__id003_c0.94.jpg,3,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run59__id004_c0.94.jpg,4,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","UL;RoHS",25
li_ion_mobile__run59__id005_c0.96.jpg,5,li_ion_mobile,"","Li-ion","","3.7V","2800mAh","CE;RoHS",24
li_ion_mobile__run59__id006_c0.73.jpg,6,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;WEEE",28
li_ion_mobile__run59__id007_c0.96.jpg,7,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","UL;RoHS",27
li_ion_mobile__run59__id009_c0.95.jpg,9,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run59__id034_c0.93.jpg,34,li_ion_mobile,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
li_ion_mobile__run59__id042_c0.93.jpg,42,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run59__id043_c0.93.jpg,43,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run59__id044_c0.96.jpg,44,li_ion_mobile,"","","","","","",6
li_ion_mobile__run59__id049_c0.97.jpg,49,li_ion_mobile,"Samsung","Li-ion","EB-BG920ABE","3.7V","3000mAh","UL;RoHS",48
li_ion_mobile__run59__id089_c0.70.jpg,89,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",26
li_ion_mobile__run59__id150_c0.93.jpg,150,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",29
li_ion_mobile__run59__id174_c0.94.jpg,174,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run59__id178_c0.95.jpg,178,li_ion_mobile,"Apton","Li-ion","","3.7V","3200mAh","CE;WEEE",31
li_ion_mobile__run59__id183_c0.95.jpg,183,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run59__id188_c0.94.jpg,188,li_ion_mobile,"DURACELL","Li-ion","2600mAh","3.7V","2600mAh","CE;WEEE",44
li_ion_mobile__run59__id195_c0.95.jpg,195,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;WEEE",31
li_ion_mobile__run59__id202_c0.96.jpg,202,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
li_ion_mobile__run59__id224_c0.95.jpg,224,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run59__id237_c0.96.jpg,237,li_ion_mobile,"Samsung","Li-ion","","3.7V","2800mAh","CE;RoHS",35
li_ion_mobile__run59__id258_c0.94.jpg,258,li_ion_mobile,"","Li-ion","B028","3.7V","3400mAh","CE;WEEE",29
li_ion_mobile__run59__id270_c0.95.jpg,270,li_ion_mobile,"SAMSUNG","Li-ion","","3.7V","2800mAh","UL;RoHS",35
li_ion_mobile__run59__id281_c0.95.jpg,281,li_ion_mobile,"","Li-ion","BQ20","3.7V","1000mAh","CE;WEEE",35
li_ion_mobile__run59__id285_c0.94.jpg,285,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",24
li_ion_mobile__run59__id287_c0.94.jpg,287,li_ion_mobile,"","Li-ion","BQ250","3.7V","3600mAh","CE;WEEE",31
li_ion_mobile__run59__id298_c0.95.jpg,298,li_ion_mobile,"","Li-ion","BQ20","3.7V","3800mAh","CE;WEEE",29
li_ion_mobile__run59__id312_c0.94.jpg,312,li_ion_mobile,"","Li-ion","B020","7.4V","3600mAh","CE;WEEE",44
li_ion_mobile__run59__id313_c0.94.jpg,313,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run59__id326_c0.94.jpg,326,li_ion_mobile,"","Li-ion","B020","11.55V","3600mAh","CE;WEEE",31
li_ion_mobile__run59__id331_c0.92.jpg,331,li_ion_mobile,"GARMIN","Li-ion","2700mAh","3.7V","9.9Wh","CE;WEEE",38
li_ion_mobile__run59__id338_c0.94.jpg,338,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run59__id343_c0.87.jpg,343,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run59__id344_c0.96.jpg,344,li_ion_mobile,"","","","","","",5
li_ion_mobile__run59__id349_c0.94.jpg,349,li_ion_mobile,"","Li-ion","B020","3.7V","3400mAh","CE;WEEE",29
li_ion_mobile__run59__id355_c0.94.jpg,355,li_ion_mobile,"","Li-ion","8020","3.7V","3400mAh","CE;WEEE",29
li_ion_mobile__run59__id357_c0.93.jpg,357,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
li_ion_mobile__run59__id364_c0.94.jpg,364,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
li_ion_mobile__run59__id381_c0.92.jpg,381,li_ion_mobile,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
liso2__run60__id001_c0.94.jpg,1,liso2,"","Li-ion","38A","3.7V","2600mAh","CE;RoHS",27
liso2__run60__id002_c0.93.jpg,2,liso2,"","Li-ion","","11.55V","41Wh","UL;RoHS",24
liso2__run60__id010_c0.91.jpg,10,liso2,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
liso2__run60__id011_c0.92.jpg,11,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
liso2__run60__id013_c0.89.jpg,13,liso2,"","Li-ion","","11.55V","3600mAh","CE;WEEE",27
liso2__run60__id016_c0.92.jpg,16,liso2,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
liso2__run60__id018_c0.90.jpg,18,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run60__id022_c0.92.jpg,22,liso2,"","Li-ion","","3.7V","2600mAh","CE;WEEE",28
liso2__run60__id026_c0.92.jpg,26,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run60__id027_c0.90.jpg,27,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run60__id028_c0.92.jpg,28,liso2,"","Li-ion","","3.7V","2600mAh","CE;WEEE",24
liso2__run60__id031_c0.90.jpg,31,liso2,"","Li-ion","","3.7V","2600mAh","CE;WEEE",28
liso2__run60__id033_c0.92.jpg,33,liso2,"","Li-ion","","3.7V","2600mAh","UL;RoHS",31
liso2__run60__id035_c0.91.jpg,35,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run60__id036_c0.89.jpg,36,liso2,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
liso2__run60__id038_c0.91.jpg,38,liso2,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
liso2__run60__id040_c0.91.jpg,40,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
liso2__run60__id047_c0.92.jpg,47,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run60__id048_c0.92.jpg,48,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run60__id054_c0.55.jpg,54,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run60__id056_c0.86.jpg,56,liso2,"","Li-ion","","3.7V","2600mAh","CE;WEEE",28
liso2__run61__id001_c0.92.jpg,1,liso2,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
liso2__run61__id002_c0.92.jpg,2,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run62__id001_c0.92.jpg,1,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run62__id002_c0.91.jpg,2,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
liso2__run62__id003_c0.41.jpg,3,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run62__id004_c0.92.jpg,4,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run64__id001_c0.94.jpg,1,liso2,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
liso2__run64__id002_c0.94.jpg,2,liso2,"","Li-ion","39A-8218","3.7V","3600mAh","CE;WEEE",35
liso2__run64__id004_c0.93.jpg,4,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
liso2__run64__id005_c0.94.jpg,5,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run64__id008_c0.94.jpg,8,liso2,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
liso2__run64__id009_c0.92.jpg,9,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run64__id012_c0.94.jpg,12,liso2,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
liso2__run64__id017_c0.92.jpg,17,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run64__id018_c0.93.jpg,18,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run64__id021_c0.93.jpg,21,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run64__id022_c0.93.jpg,22,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
liso2__run64__id023_c0.94.jpg,23,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",25
liso2__run64__id025_c0.93.jpg,25,liso2,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
liso2__run65__id001_c0.94.jpg,1,liso2,"","Li-ion","","12.8V","3600mAh","UL;RoHS",33
liso2__run65__id003_c0.95.jpg,3,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
liso2__run65__id004_c0.94.jpg,4,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run66__id001_c0.94.jpg,1,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run66__id003_c0.92.jpg,3,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run66__id004_c0.92.jpg,4,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
liso2__run66__id006_c0.95.jpg,6,liso2,"","Li-ion","","19.5V","3600mAh","CE;RoHS",33
liso2__run66__id008_c0.76.jpg,8,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
liso2__run66__id009_c0.95.jpg,9,liso2,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run67__id001_c0.92.jpg,1,ni_cd_bulk,"ATG","Li-ion","B0800","3.7V","2600mAh","CE;WEEE",32
ni_cd_bulk__run67__id009_c0.90.jpg,9,ni_cd_bulk,"","Li-ion","","11.55V","3600mAh","CE;WEEE;UL;RoHS",36
ni_cd_bulk__run67__id016_c0.90.jpg,16,ni_cd_bulk,"A10","Li-ion","","11.55V","41Wh","CE;WEEE",26
ni_cd_bulk__run68__id001_c0.95.jpg,1,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run69__id001_c0.92.jpg,1,ni_cd_bulk,"","Li-ion","","11.1V","41Wh","CE;RoHS",27
ni_cd_bulk__run69__id003_c0.94.jpg,3,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run70__id001_c0.94.jpg,1,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run70__id002_c0.92.jpg,2,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run71__id001_c0.94.jpg,1,ni_cd_bulk,"","Li-ion","","11.55V","3600mAh","CE;WEEE",25
ni_cd_bulk__run71__id002_c0.91.jpg,2,ni_cd_bulk,"","Li-ion","","11.1V","3700mAh","CE;RoHS",36
ni_cd_bulk__run72__id001_c0.94.jpg,1,ni_cd_bulk,"DEWALT","Li-ion","DCA20B","18.00V","4000mAh","UL;RoHS",47
ni_cd_bulk__run72__id002_c0.94.jpg,2,ni_cd_bulk,"DEWALT","Li-ion","","14.4V","41Wh","UL;RoHS",29
ni_cd_bulk__run74__id001_c0.95.jpg,1,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run74__id002_c0.86.jpg,2,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",24
ni_cd_bulk__run75__id001_c0.93.jpg,1,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
ni_cd_bulk__run75__id002_c0.92.jpg,2,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
ni_cd_bulk__run76__id001_c0.91.jpg,1,ni_cd_bulk,"Jawor","Li-ion","EX2","18.0V","3600mAh","CE;WEEE",41
ni_cd_bulk__run76__id002_c0.91.jpg,2,ni_cd_bulk,"","Li-ion","","11.55V","3600mAh","CE;RoHS",26
ni_cd_bulk__run77__id001_c0.95.jpg,1,ni_cd_bulk,"","Li-ion","DQ58820","11.55V","3600mAh","CE;RoHS",37
ni_cd_bulk__run77__id003_c0.94.jpg,3,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run77__id004_c0.94.jpg,4,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run79__id001_c0.92.jpg,1,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","UL;RoHS",31
ni_cd_bulk__run79__id002_c0.90.jpg,2,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
ni_cd_bulk__run79__id006_c0.93.jpg,6,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","UL;RoHS",36
ni_cd_bulk__run79__id008_c0.85.jpg,8,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;WEEE",28
ni_cd_bulk__run79__id009_c0.93.jpg,9,ni_cd_bulk,"DELL","Li-ion","X45B","18.5V","3600mAh","UL;RoHS",49
ni_cd_bulk__run79__id014_c0.94.jpg,14,ni_cd_bulk,"","Li-ion","","18.0V","3600mAh","UL;RoHS",33
ni_cd_bulk__run79__id016_c0.94.jpg,16,ni_cd_bulk,"","Li-ion","2000","11.55V","3600mAh","CE;WEEE",31
ni_cd_bulk__run79__id020_c0.93.jpg,20,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",30
ni_cd_bulk__run79__id021_c0.93.jpg,21,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",26
ni_cd_bulk__run80__id001_c0.94.jpg,1,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","UL;RoHS",28
ni_cd_bulk__run80__id002_c0.93.jpg,2,ni_cd_bulk,"","Li-ion","NMB-B-9012","11.55V","3600mAh","CE;WEEE",39
ni_cd_bulk__run80__id003_c0.94.jpg,3,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",31
ni_cd_bulk__run80__id005_c0.91.jpg,5,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
ni_cd_bulk__run80__id006_c0.91.jpg,6,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
ni_cd_bulk__run80__id010_c0.91.jpg,10,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;WEEE",28
ni_cd_bulk__run80__id015_c0.88.jpg,15,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",26
ni_cd_bulk__run80__id018_c0.87.jpg,18,ni_cd_bulk,"DEWALT","Li-ion","","12V","3600mAh","UL;RoHS",33
ni_cd_bulk__run81__id001_c0.93.jpg,1,ni_cd_bulk,"","Li-ion","","18.0V","3600mAh","UL;RoHS",33
ni_cd_bulk__run81__id002_c0.94.jpg,2,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run81__id003_c0.85.jpg,3,ni_cd_bulk,"","Li-ion","","3.7V","2600mAh","CE;RoHS",28
ni_cd_bulk__run81__id010_c0.90.jpg,10,ni_cd_bulk,"","Li-ion","","11.55V","41Wh","CE;WEEE",29
